NIT|Cod. Depto|Departamento|Cod. Municipio|Municipio|CIIU Rev 4 principal|Descripción CIIU principal|Cadena CIIU principal|Valor agregado empresa|Activos|Ingresos operacionales|Tamaño empresa RUES|Sucursal sociedad extranjera|País domicilio casa matriz|Antigüedad empresa|Tipo* ult 10 años|Cadena* ult 10 años|Sector* ult 10 años|Subsector* ult 10 años|Posara* ult 10 años|Descripcion posara* ult 10 años|Cod. Departamento* ult 10 años|Departamento* ult 10 años|Expo Latam ult 10 años|Expo 2022|Expo prom ult 5 años|Var. Expo 2022|TCAC expo ult 5 años|Trayectoria expo|Cadena segmentación
8326|11|Bogotá, D.C.|11001|Bogotá, D.C.|4631|Comercio al por mayor de productos alimenticios|Agroalimentos|Servicios menos intensivos en conocimiento|20000000,0|544839000,0|Pequeña|No|No es sucursal de sociedad extranjera|6,2149212867898695|No Mineras|Químicos y Ciencias de la Vida|Envases/empaques|Envases y empaques de plástico|3923900000|Los demás artículos para el transporte o envasado, de plástico.|11|Bogotá, D.C.|Si|0,0|2112,0|||No Constante|Químicos y Ciencias de la Vida
8336|54|Norte de Santander|54874|Villa Del Rosario|2410|Industrias básicas de hierro y de acero|Metalmecánica y Otras Industrias|Bienes tecnología media-baja|1417891768,0|0,0|Micro|No|No es sucursal de sociedad extranjera|33,935660506502394|No Mineras|Metalmecánica y Otras Industrias|Artículos de hogar oficina hoteles e industrial|Artículos del hogar|7615200000|Artículos de higiene o de tocador, de aluminio.|54|Norte de Santander|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
8338|11|Bogotá, D.C.|11001|Bogotá, D.C.|2023|Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|21986848718,0|15889320749,0|Mediana|No|No es sucursal de sociedad extranjera|15,838466803559204|No Mineras|Químicos y Ciencias de la Vida|Cosméticos y productos de aseo|Productos capilares|3305900000|Las demás preparaciones capilares.|11|Bogotá, D.C.|Si|1470084,7699999998|1033536,414|23,28386759747383|12,818147947548876|Pymex|Químicos y Ciencias de la Vida
8345|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Muebles y maderas|Muebles - oficina|9403600000|Los demás muebles de madera.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
8354|76|Valle del Cauca|76001|Santiago De Cali|1089|Elaboración de otros productos alimenticios n.c.p.|Agroalimentos|Bienes tecnología baja|2149672906,0|2767112814,0|Pequeña|No|No es sucursal de sociedad extranjera|21,34428473648186|No Mineras|Agroalimentos|Agroindustrial|Preparaciones alimenticias diversas|2106906100|Preparaciones edulcorantes a base de estevia |76|Valle del Cauca|Si|44736,66|119858,896|-20,50723511020805|-29,29266840175363|Pymex|Agroalimentos
8379|76|Valle del Cauca|76892|Yumbo|1811|Actividades de impresión|Químicos y Ciencias de la Vida|Bienes tecnología baja|14636406000,0|27897512000,0|Mediana|No|No es sucursal de sociedad extranjera|22,6611909650924|No Mineras|Químicos y Ciencias de la Vida|Envases/empaques|Envases y empaques de papel y cartón|4819200000|Cajas y cartonajes, plegables, de papel o cartón sin corrugar.|76|Valle del Cauca|No|553968,9199999999|407863,814|-41,38394720551655||Pymex|Químicos y Ciencias de la Vida
8416|66|Risaralda|66170|Dosquebradas|6201|Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|426014293,0|1315255021,0|Pequeña|No|No es sucursal de sociedad extranjera|2,513347022587269|No Mineras|Industrias 4.0|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|66|Risaralda|Si|0,0|3200,0|-100,0||No Constante|Industrias 4.0
8421|5|Antioquia|5360|Itagüí|2229|Fabricación de artículos de plástico n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-baja|19468861000,0|25505245000,0|Mediana|No|No es sucursal de sociedad extranjera|18,458590006844627|No Mineras|Químicos y Ciencias de la Vida|Envases/empaques|Envases y empaques de plástico|3923309100|Bombonas (damajuanas), botellas, frascos y artículos similares de capacidad igual o superior a 18,9 lt (5 galones) de plástico|05|Antioquia|Si|0,0|33748,1|-100,0|-100,0|No Constante|Químicos y Ciencias de la Vida
8455|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Sistema Moda|Textiles y confecciones|Jeans|6204620000|"Pantalones largos, pantalones con peto, pantalones cortos (calzones) y ""shorts"" de algodón, para mujeres o niñas, excepto los de punto."|66|Risaralda|No|0,0|0,0|||Futuros|Sistema Moda
8518|11|Bogotá, D.C.|11001|Bogotá, D.C.|6190|Otras actividades de telecomunicaciones|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|20940040000,0|20077958000,0|Grande|No|No es sucursal de sociedad extranjera|21,259411362080765|No Mineras|Metalmecánica y Otras Industrias|Instrumentos y aparatos|Medición|9015401000|Instrumentos y aparatos de fotogrametría, eléctricos o electrónicos|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
8525|11|Bogotá, D.C.|11001|Bogotá, D.C.|9004|Creación audiovisual|Industrias 4.0|Otros servicios intensivos en conocimiento|24206700,0|0,0|Micro|No|No es sucursal de sociedad extranjera|13,210130047912388|No Mineras|Industrias 4.0|Producción audiovisual|Producción audiovisual|Producción audiovisual|Producción audiovisual|11|Bogotá, D.C.|Si|160000,0|392000,0|-91,11111111111111||No Constante|Industrias 4.0
8534|63|Quindío|63130|Calarcá|1511|Curtido y recurtido de cueros; recurtido y teñido de pieles|Sistema Moda|Bienes tecnología baja|35968333909,0|2626220863,0|Pequeña|No|No es sucursal de sociedad extranjera|11,200547570157427|No Mineras|Sistema Moda|Cuero y manufacturas de cuero|Cueros en bruto y preparados|4104110000|"Cueros y pieles, curtidos, de bovino (incluido el búfalo) o de equino, en estado húmedo (incluido el ""wet blue"") con plena flor sin dividir y divididos con la flor."|63|Quindío|Si|0,0|1171582,306|-100,0|-100,0|No Constante|Sistema Moda
8593|11|Bogotá, D.C.|11001|Bogotá, D.C.|1312|Tejeduría de productos textiles|Sistema Moda|Bienes tecnología baja|17662779940,0|12600325150,0|Mediana|No|No es sucursal de sociedad extranjera|22,04791238877481|No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Maquinaria industrial|8446300000|Telares para tejidos de anchura superior a 30 cm, sin lanzadera.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Sistema Moda
8603|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Sistema Moda|Calzado|Calzado|6403590000|Los demás calzados con suela de cuero natural y parte superior (corte) de cuero natural.|68|Santander|Si|58288,96|62625,546|53,74983250491408|-11,510592357945203|Pymex|Sistema Moda
8605|17|Caldas|17001|Manizales|6201|Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|43242455,0|198285585,0|Micro|No|No es sucursal de sociedad extranjera|3,493497604380561|No Mineras|Industrias 4.0|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|17|Caldas|Si|1000,0|700,0|||No Constante|Industrias 4.0
8621|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Vehículos y otros medios de transporte|Automóviles de turismo y uso familiar|8703331000|Camperos con tracción en las cuatro ruedas, con motor de émbolo (pistón), de encendido por compresión (Diesel o semi-Diesel), de cilindrada superior a 2.500 cm3|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
8660|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Otros pecuario|Animales vivos (los demás)|0106190000|Los demás mamíferos vivos|11|Bogotá, D.C.|No|0,0|0,0|||Futuros|Agroalimentos
8682|76|Valle del Cauca|76892|Yumbo|2029|Fabricación de otros productos químicos n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|11154441000,0|13691955000,0|Mediana|No|No es sucursal de sociedad extranjera|24,468172484599588|No Mineras|Químicos y Ciencias de la Vida|Químico|Productos diversos de las industrias químicas.|3824909900|Los demás productos químicos y preparaciones de la industria química o de las industrias conexas (incluidas las mezclas de productos naturales), no expresados ni comprendidos en otra parte.|76|Valle del Cauca|Si|1331238,3|1061987,264|23,44589868365503|4,205880896357894|Pymex|Químicos y Ciencias de la Vida
8689|13|Bolívar|13001|Cartagena De Indias|7112|Actividades de ingeniería y otras actividades conexas de consultoría técnica|Metalmecánica y Otras Industrias|Servicios de mercado intensivos en conocimiento|14460985736,0|6481626999,0|Mediana|No|No es sucursal de sociedad extranjera|10,417522245037643|No Mineras|Metalmecánica y Otras Industrias|Vehículos y otros medios de transporte|Transporte de mercancías|8704100090|Volquetes automotores concebidos para utilizarlos fuera de la red de carreteras.|13|Bolívar|No|20851,64|4531,572||84,32845921048317|Futuros|Metalmecánica y Otras Industrias
8717|5|Antioquia|5001|Medellín|2790|Fabricación de otros tipos de equipo eléctrico n.c.p.|Metalmecánica y Otras Industrias|Bienes tecnología media-alta|1029284848,0|1103330710,0|Pequeña|No|No es sucursal de sociedad extranjera|10,510609171800136|No Mineras|Metalmecánica y Otras Industrias|Artículos de hogar oficina hoteles e industrial|Electrodomésticos|8414600000|Campanas aspirantes para extracción o reciclado, con ventilador incorporado, incluso con filtro, en las que el mayor lado horizontal sea inferior o igual a 120 cm.|05|Antioquia|Si|22349,0|13489,8|||Futuros|Metalmecánica y Otras Industrias
8727|11|Bogotá, D.C.|11001|Bogotá, D.C.|125|Cultivo de flor de corte|Agroalimentos|Bienes primarios|735428226,0|2486193537,0|Pequeña|No|No es sucursal de sociedad extranjera|9,06776180698152|No Mineras|Metalmecánica y Otras Industrias|Artesanías|Flores artificiales|0603900000|Las demás flores y capullos, cortados para ramos o adornos, secos, blanqueados, teñidos, impregnados o preparados de otra forma.|11|Bogotá, D.C.|No|0,0|13524,997999999998||-100,0|Futuros|Agroalimentos
8733|54|Norte de Santander|54001|San José De Cúcuta|4772|Comercio al por menor de todo tipo de calzado y artículos de cuero y sucedáneos del cuero en establecimientos especializados|Sistema Moda|Servicios menos intensivos en conocimiento||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Artículos de hogar oficina hoteles e industrial|Caucho (artículos industriales)|4008290000|Varillas y perfiles, de caucho no celular.|54|Norte de Santander|Si|0,0|0,0|||Futuros|Sistema Moda
8736|5|Antioquia|5001|Medellín|6201|Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)|Industrias 4.0|Servicios de alta tecnología intensivos en conocimiento|6482833000,0|22116122000,0|Grande|No|No es sucursal de sociedad extranjera|5,83709787816564|No Mineras|Industrias 4.0|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|Software y Servicios TI|05|Antioquia|No|0,0|168400,0|||No Constante|Industrias 4.0
8748|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Sistema Moda|Joyería y bisutería|Bisutería|7117900000|Los demás artículos de bisuteria.|05|Antioquia|Si|0,0|15899,47|-100,0||No Constante|Sistema Moda
8772|76|Valle del Cauca|76001|Santiago De Cali|2029|Fabricación de otros productos químicos n.c.p.|Químicos y Ciencias de la Vida|Bienes tecnología media-alta|4958971000,0|8374413000,0|Pequeña|No|No es sucursal de sociedad extranjera|18,023271731690624|No Mineras|Químicos y Ciencias de la Vida|Farmacéutico|Productos farmacéuticos|3822009000|Los demás reactivos de diagnóstico o de laboratorio, sobre cualquier soporte y reactivos de diagnóstico o de laboratorio preparados, incluso sobre soporte, excepto los de las partidas 30.02 o 30.06.|76|Valle del Cauca|Si|348174,93|364451,604|-41,21821974039375|13,69760347719442|Pymex|Químicos y Ciencias de la Vida
8782|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Agroalimentos|Frutas y hortalizas frescas y procesadas|Frutas frescas|0810905000|Uchuvas (uvillas) (physalis peruviana) frescas.|11|Bogotá, D.C.|Si|0,0|0,0|||Futuros|Agroalimentos
8791|11|Bogotá, D.C.|11001|Bogotá, D.C.|3110|Fabricación de muebles|Metalmecánica y Otras Industrias|Bienes tecnología baja|13769741,0|23841000,0|Micro|No|No es sucursal de sociedad extranjera|12,134154688569472|No Mineras|Metalmecánica y Otras Industrias|Muebles y maderas|Muebles - hogar|9403500000|Muebles de madera del tipo de los utilizados en dormitorios.|11|Bogotá, D.C.|Si|0,0|28935,326||-100,0|Futuros|Metalmecánica y Otras Industrias
8813|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Metalmecánica y Otras Industrias|Metalmecánica|Manufacturas de hierro o acero|7225400000|Los  demás productos  laminados planos de los demás aceros aleados, de anchura superior o igual a 600 mm., simplemente laminados en caliente, sin enrollar.|08|Atlántico|Si|0,0|0,0|||Futuros|Metalmecánica y Otras Industrias
8814|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado|No determinado||-1,0|No determinado|No determinado|No determinado||No Mineras|Sistema Moda|Cuero y manufacturas de cuero|Cueros en bruto y preparados|4101500000|Cueros y pieles enteros, de peso unitario superior a 16 kg, de bovino (incluido el búfalo) o de equino (frescos o salados, secos, encalados, piquelados o conservados de otro modo, pero sin curtir, apergaminar ni preparar de otra forma), incluso depilados.|68|Santander|No|0,0|0,0|||Futuros|Sistema Moda
8823|76|Valle del Cauca|76520|Palmira|2399|Fabricación de otros productos minerales no metálicos n.c.p.|Metalmecánica y Otras Industrias|Bienes tecnología media-baja|7213610586,0|11100030488,0|Mediana|No|No es sucursal de sociedad extranjera|12,11772758384668|Mineras|Mineras|Minerales|Minerales no metálicos|2526200000|Esteatita natural triturada o pulverizada; talco.|76|Valle del Cauca|Si|0,0|0,0|||Mineras, chatarra, otros|Metalmecánica y Otras Industrias
8829|11|Bogotá, D.C.|11001|Bogotá, D.C.|1051|Elaboración de productos de molinería|Agroalimentos|Bienes tecnología baja|94394000,0|117150000,0|Micro|No|No es sucursal de sociedad extranjera|15,800136892539356|No Mineras|Agroalimentos|Agroindustrial|Productos de panadería y molinería|1904100000|Productos a base de cereales, obtenidos por inflado o tostado.|11|Bogotá, D.C.|No|12620,0|8162,128|150,3968253968254|-5,34719882464596|No Constante|Agroalimentos
8855|5|Antioquia|5266|Envigado|1410|Confección de prendas de vestir, excepto prendas de piel|Sistema Moda|Bienes tecnología baja|7882017000,0|18599251000,0|Mediana|No|No es sucursal de sociedad extranjera|14,340862422997947|No Mineras|Sistema Moda|Textiles y confecciones|Jeans|6203421000|Pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts, de tejidos llamados «mezclilla o denim», para hombres o niños.|05|Antioquia|Si|0,0|15622,704000000002|||Futuros|Sistema Moda
8866|66|Risaralda|66170|Dosquebradas|3110|Fabricación de muebles|Metalmecánica y Otras Industrias|Bienes tecnología baja|446891000,0|1365460000,0|Pequeña|No|No es sucursal de sociedad extranjera|2,305270362765229|No Mineras|Metalmecánica y Otras Industrias|Muebles y maderas|Muebles - oficina|9403300000|Muebles de madera del tipo de los utilizados en oficinas.|66|Risaralda|Si|38685,0|7737,0|||Futuros|Metalmecánica y Otras Industrias
